"publishedTimeText","simpleText","votes","author","isReply","isHearted","isPinned","isPaid","paidAmount","isSponsor","sponsorshipMonths"
"2 years ago","🔥🔥🔥💪","1","@irdilame5313","false","false","false","false","","false",""
"2 years ago","Firts","1","@duxee777","false","false","false","false","","false",""
"2 years ago","🔥","1","@vasu8925","false","false","false","false","","false",""
"2 years ago","One of the best shows","1","@stratos_pn435","false","false","false","false","","false",""
"2 years ago","I'm glad","1","@verrtigolord","false","false","false","false","","false",""
"2 years ago","Second","1","@user-mi9hj1ek4o","false","false","false","false","","false",""
"2 years ago (edited)","For a sec I thought it’s Squid Game 😂😂😂","1","@GhostSensei_228","false","false","false","false","","false",""
"2 years ago","iconic","1","@Mar-kc6cv","false","false","false","false","","false",""
"2 years ago (edited)","I hope Tokyo will be alive😓","1","@madisonhoward11","false","false","false","false","","false",""
"2 years ago","Shes not.. Watch first 15 minutes from vol 2","0","@SALSUTVIDEOT","true","false","false","false","","false",""
"2 years ago","❤️","1","@bladedjgaming","false","false","false","false","","false",""
"2 years ago","i think tokyo is alive..she wored grenade proof jacket!","1","@10HourEverythingYT","false","false","false","false","","false",""
"2 years ago","I wish","0","@user-mi9hj1ek4o","true","false","false","false","","false",""
"2 years ago"," @user-mi9hj1ek4o  atleast she and nairobi deserve some back story like berlin😭❤️","0","@10HourEverythingYT","true","false","false","false","","false",""
"2 years ago"," @10HourEverythingYT  💯 💯 💯 💯 💯 💯 💯 💯 💯 💯 💯 💯 💯 💯 💯","0","@user-mi9hj1ek4o","true","false","false","false","","false",""
"2 years ago","If you found this comment I hope you will have a great life","1","@youarebulletproof6613","false","false","false","false","","false",""
"2 years ago","Missed that Denver laugh 😂😀🔥🔥","1","@smoothbravo1","false","false","false","false","","false",""
"2 years ago","This series is💥💥🔥🔥🔥","1","@gopalrawat9618","false","false","false","false","","false",""
"2 years ago","Nairobi ❤️ Miss You 😫","1","@dreamycreations2896","false","false","false","false","","false",""
"2 years ago","Mass❤","1","@nowfalputtur9682","false","false","false","false","","false",""
"2 years ago","Can’t wait","1","@lyndatv_","false","false","false","false","","false",""
"2 years ago","is it just me or i haven’t watched this series since season 1 but still watches its clips","1","@paulvillanuevavelasco7898","false","false","false","false","","false",""
"2 years ago","Maybe one of the best series on Netflix","1","@alexallen3156","false","false","false","false","","false",""
"2 years ago","We're just all waiting for it to be further...","1","@dony_atrix6077","false","false","false","false","","false",""
"2 years ago","Frist","1","@tmfwolf9424","false","false","false","false","","false",""
"2 years ago","Best series ever. ❤️🔥🇭🇹","1","@bertnleconhaiti2948","false","false","false","false","","false",""
"2 years ago","This was awesome 😄🔥🔥","1","@Batman00001","false","false","false","false","","false",""
"2 years ago","I can't wait for last Volume 😭😭","1","@videoskepper2620","false","false","false","false","","false",""
"2 years ago","Yamete kudasai","1","@s3npa639","false","false","false","false","","false",""
"2 years ago","Tokiyo 💔","1","@anoop_anu7521","false","false","false","false","","false",""
"2 years ago","J'aime 9bel menetfarrej","1","@badisoo","false","false","false","false","","false",""
"2 years ago","How many peoples Eagerly waiting for this series ??😊😊","1","@shubhamtiwariindia2567","false","false","false","false","","false",""
"2 years ago","Best series in world","1","@DARK_WEB_FF","false","false","false","false","","false",""
"2 years ago","Let's Go, BRANDON🇺🇸","1","@yurielcundangan9090","false","false","false","false","","false",""
"2 years ago","Wowo this is amazing","1","@sweatypump1316","false","false","false","false","","false",""
"2 years ago","Waiting 💫","1","@anamikap403","false","false","false","false","","false",""
"2 years ago","Tokyo please come back 😭😭😭😭","1","@lyndatv_","false","false","false","false","","false",""
"2 years ago","Fun fact: coming last is harder than coming first","1","@helpmereach45ksubswithoutvideo","false","false","false","false","","false",""
"2 years ago","This is gonna be a lit 🔥🔥🔥","1","@omkarsharma9102","false","false","false","false","","false",""
"2 years ago","Outstanding mind-blowing amezing ,,,I have no word for saying.","1","@nfsroy709","false","false","false","false","","false",""
"2 years ago","Miss you Tokyo ❤️","1","@seemorevideos9734","false","false","false","false","","false",""
"2 years ago","Who wants Money Heist Season 6 ?! 🙋‍♂️🙋‍♀️ 😀  👇","1","@dreamycreations2896","false","false","false","false","","false",""
"2 years ago","The Legacy will remain forever ♡︎","1","@payneinstyle3882","false","false","false","false","","false",""
"2 years ago","0:23 What? That Sound??? 🤣","1","@_DreamzGaming","false","false","false","false","","false",""
"2 years ago","🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳 wating for Money Hiest","1","@shree_bhagavat_geeta","false","false","false","false","","false",""
"2 years ago","""esto es una guerra y la vamos a ganar"" ---- El profesor","1","@eltejasmusic","false","false","false","false","","false",""
"2 years ago","'Yesterday is history''  ""Tomorrow is mystery"" ""Today is gifts"" ""That's why it's called present"" ❤","1","@UPEXPERT","false","false","false","false","","false",""
"2 years ago","Music beat on shooting bullet is common now❤️❤️❤️❤️","1","@tahir1982","false","false","false","false","","false",""
"2 years ago","Wow 😭😭❤️","1","@mayanksinha4361","false","false","false","false","","false",""
"2 years ago","ارجو منك ان لا تكون في فلاش بك 😒","1","@Ibrahim-bu2iw","false","false","false","false","","false",""
"2 years ago","this masterpiece going to the end  What a Masterpiece","1","@MuhibSami","false","false","false","false","","false",""
"2 years ago","For Nairobi  For Tokyo","1","@mr.shrivastava5998","false","false","false","false","","false",""
"2 years ago","Kaash ye series kabhi khtm na hoti","1","@AmitSharma-oi4bu","false","false","false","false","","false",""
"2 years ago","Berlin and Professor","1","@sheshadrisheshu2266","false","false","false","false","","false",""
"2 years ago","Dont like my comment","1","@prathmeshkumbhar6127","false","false","false","false","","false",""
"2 years ago","ഇനി ആണ് പ്രൊഫസർന്റെ കളി 🔥","1","@sinan7881","false","false","false","false","","false",""
"2 years ago","What started as a series is now an emotion.","1","@SushilGupta-uy9mq","false","false","false","false","","false",""
"2 years ago","Love from india ❤️","1","@mr.shrivastava5998","false","false","false","false","","false",""
"2 years ago","Le professor on December 3 : Berlin never got killed Just imagine 😱😱","1","@seeyouagain108","false","false","false","false","","false",""
"2 years ago","Can't Wait .... 🔥💛","1","@TejasPatilGOPI","false","false","false","false","","false",""
"2 years ago","am I the only one Hoping Tokyo comes back","1","@JnelComedy","false","false","false","false","","false",""
"2 years ago","The Great Show Is  moving to the END !!!! 😭❤️😭❤️","1","@ameypatil8550","false","false","false","false","","false",""
"2 years ago","Next ·Berlin·","1","@hariaustinnn","false","false","false","false","","false",""
"2 years ago","goosebumps boies nd girls","1","@meetnavapara","false","false","false","false","","false",""
"2 years ago","Denver's laugh is like Bakri ki ""mehhhhhmehh"" 🐏🐏😂😂","1","@jyotirmay_22","false","false","false","false","","false",""
"2 years ago","and our favourite shows came to end","1","@farhanturak6319","false","false","false","false","","false",""
"2 years ago","I hve boards when part 2 is gonna release 😐🖐🏼","1","@lalithakarthikeyan06","false","false","false","false","","false",""
"2 years ago","Trusy me guys we will see another season of this series...... atleast I hope so❤❤","1","@vrajraj6488","false","false","false","false","","false",""
"2 years ago","Berlin is my favorite character","1","@Dhiman_2020","false","false","false","false","","false",""
"2 years ago","Berlin is not an character it's an emotion","1","@Dhiman_2020","false","false","false","false","","false",""
"2 years ago","early gang where are you?😎","1","@realomegamodern","false","false","false","false","","false",""
"2 years ago","Vol 2 going to make best rated web series","1","@india322","false","false","false","false","","false",""
"2 years ago","THE BEST SERIE FROM THIS WORLD MAN 😢🔥","1","@marilacatus8645","false","false","false","false","","false",""
"2 years ago","Finally, the wait is over mates! We are going to see the end of the Greatest Netflix Series of all time.","1","@MannanEpic","false","false","false","false","","false",""
"2 years ago","The world is with professor ❤","1","@SAHIL-su5yo","false","false","false","false","","false",""
"2 years ago","heist coming in 2023","1","@gaurav2643","false","false","false","false","","false",""
"2 years ago","Amazing 🔥🔥🔥🔥","1","@painoflove7887","false","false","false","false","","false",""
"2 years ago","This show fell off after season 2","1","@romanroy93","false","false","false","false","","false",""
"2 years ago","I have 2 components  1st less scene of Berlin 2nd series is not over yet  so  many brilliant scene you can add again","1","@vishalkamble4081","false","false","false","false","","false",""
"2 years ago","Puri duniya me isse jyada behar kuch ho hi nahi sakta","1","@TheBawaal024","false","false","false","false","","false",""
"2 years ago","Professor Had Pronised.","1","@vishalgupta-yy6mf","false","false","false","false","","false",""
"2 years ago","Let's gooooo","1","@technothegod1956","false","false","false","false","","false",""
"2 years ago","Prosessor Have Plan For Everything 🔥","1","@AarohiBeatz","false","false","false","false","","false",""
"2 years ago","Season 6 ? Agree?... 🥺","1","@JadugarOPsLIVE","false","false","false","false","","false",""
"2 years ago","മലയാളികളെ സീരിസ്  ലോകത്തേക്ക് കൈ പിടിച്ചുയർത്തിയ മൊതല്🔥❤️","1","@sinanpj3053","false","false","false","false","","false",""
"2 years ago","100 year mermerie series 💖💖","1","@sumarpayyanvlogs8266","false","false","false","false","","false",""
"2 years ago","Who Is Waiting For The Full Series😍❤️🥀","1","@theprinceplayz5","false","false","false","false","","false",""
"2 years ago","ƒ✿r ǸAÏr✿ʙÏ 🙏🙏","1","@jr.robert4956","false","false","false","false","","false",""
"2 years ago","Good news is money heist come in just 1 day and the bad news is its end 😔😔","1","@sayandas4645","false","false","false","false","","false",""
"2 years ago","Now only Rafael can make a relieve to fans.................  😔😔😔😔😔😔😔","1","@manavdeepsingh7522","false","false","false","false","","false",""
"2 years ago","I love it!!💕","1","@kaigaming238","false","false","false","false","","false",""
"2 years ago","just imagine Berlin fighting with Gandia","1","@patrykdem","false","false","false","false","","false",""
"2 years ago","Fun facts:- the most hardest thing in YouTube is ads without skipping button... 😂","1","@rajnis_prajapti","false","false","false","false","","false",""
"2 years ago","Who's waiting for next series...🤔👍","1","@rajnis_prajapti","false","false","false","false","","false",""
"2 years ago","Bella ciao","1","@hasinduliyanage7431","false","false","false","false","","false",""
"2 years ago","Watching this show made me realise how boring my life is 😏","1","@JAGLA2","false","false","false","false","","false",""
"2 years ago","❤️❤️","1","@worldcars4306","false","false","false","false","","false",""
"2 years ago","Bella chao bella chao","1","@formula_man401","false","false","false","false","","false",""
"2 years ago","profesor, Berlin, tokyo, rio, helsinki, olso, .....   I don't remember all their names please add them!","1","@424days","false","false","false","false","","false",""
"2 years ago","🔥🔥🔥🔥🔥🔥🔥🔥","1","@ashvinjasoliya2273","false","false","false","false","","false",""
"2 years ago","Pls share the new exclusive clip of volume 2 in english language","1","@minaksheedash6383","false","false","false","false","","false",""
"2 years ago","""I will get u out if there""","1","@habeebrahman9231","false","false","false","false","","false",""
"2 years ago","Bella ciao bgm gives goosebumps 🔥😍","1","@ashwin.s7171","false","false","false","false","","false",""
"2 years ago","One of the best series I've ever watched Thanks Netflix","1","@skseven1686","false","false","false","false","","false",""
"2 years ago","It's very hard to believe that the season is going to end","1","@classy_rupesh","false","false","false","false","","false",""
"2 years ago","This series made me take Spanish class seriously just to enjoy this show more","1","@lax1695","false","false","false","false","","false",""
"2 years ago","Can't wait more now🤩🤩","1","@prathameshdate6674","false","false","false","false","","false",""
"2 years ago","Gutta......waiting ..🔥 loves from India","1","@ragavspritz2625","false","false","false","false","","false",""
"2 years ago","Eagerly waiting to see professor final plan 😍😍😍😍😍😎😎😎😎😎😌😌😌😌 Miss you TOKYO😢😢😢😢","1","@vathikuchi3782","false","false","false","false","","false",""
"2 years ago","Time To Adjust Our Glass 👓🤏","1","@professor3854","false","false","false","false","","false",""
"2 years ago","Goosebumps is the word for this series 🔥❤️","1","@shivamgrover9546","false","false","false","false","","false",""
"2 years ago","Who all are class 12th students who have board examination on 3rd December. 😭😭😭. But, I will watch last part of the series that night . 😁😁","1","@chinmaysrivastava4836","false","false","false","false","","false",""
"2 years ago","Can't believe it's ending","1","@evsh5","false","false","false","false","","false",""
"2 years ago","Alert : Goosebumps 🔥🔥","1","@sahanagunalan9953","false","false","false","false","","false",""
"2 years ago","The Bella ciao track is not a bgm it is emotion and a hope","1","@roshiniprabha28","false","false","false","false","","false",""
"2 years ago","What started as a heist became a global phenomenon Me ; yeah the whole world is watching","1","@kithpadra1862","false","false","false","false","","false",""
"2 years ago","Damn, the end is near💔 One of my favourite series","1","@Dexter-qw9le","false","false","false","false","","false",""
"2 years ago (edited)","මචන්  මේක  ලංකාවට  බාන්න  එද්දි කවදා  විතර   season 5 part 2 එක  එයිද  🤔","1","@Rusaraaa","false","false","false","false","","false",""
"2 years ago","The bad thing is that , this series is going to end now 😞","1","@anshu_kr","false","false","false","false","","false",""
"2 years ago (edited)","One like for Professor 👇","1","@viraleditsx4166","false","false","false","false","","false",""
"2 years ago","Every time I see any trailer or teasers of money heist gives goosebumps ❤but very sad that it's comes to the end. 🥺🥲","1","@TheLearnerAshutosh","false","false","false","false","","false",""
"2 years ago","For Tokyo 💔 , for Nairobi 💔😭","1","@seraph_here","false","false","false","false","","false",""
"2 years ago","Incredible script writing! ❤️","1","@luckyoparah","false","false","false","false","","false",""
"2 years ago","Pls come next session 👍","1","@avikumar3161","false","false","false","false","","false",""
"2 years ago","I want spin off series based on Berlin and Professor Dad","1","@user-lb3qm1kg1z","false","false","false","false","","false",""
"2 years ago","I feel like I'm losing friends. Masterpiece...","1","@michaelmayo","false","false","false","false","","false",""
"2 years ago (edited)","No one can get out of bank of Spain alive.  It's impossible. But I'll get you out of there. 1:42 🤓🤓🤓🤓","1","@sharad4433","false","false","false","false","","false",""
"2 years ago","Tokyo 😭🗼","1","@juxxy3d","false","false","false","false","","false",""
"2 years ago","I watched whole series in just 7 days so adictive ❤❤❤❤❤❤😍+best series i have ever seen ❤","1","@kamal-or1hl","false","false","false","false","","false",""
"2 years ago","THIS BETTER THAN YOUR DUBBING TRAILER BEFORE!","1","@tata_maikeu","false","false","false","false","","false",""
"2 years ago","I'm a BIG fan of the show and actually its one of my favorites but overhyping it makes it cringe just watch n stfu my god","1","@Kareemhosammmm","false","false","false","false","","false",""
"2 years ago","Miss u berlin, oslo, moscow, tokyo, nayrobi😪😪😪😪","1","@Rockybhai-rw2dn","false","false","false","false","","false",""
"2 years ago","I am planning a Heist. Anyone interested ??","1","@juned3122","false","false","false","false","","false",""
"2 years ago","goosebumps series","1","@aashishjayanarayanan8255","false","false","false","false","","false",""
"2 years ago","Factos!","1","@yaswanth7874","false","false","false","false","","false",""
"2 years ago","3 December is my birthday and this is perfect gift for me from netflix","1","@i_am_aasu","false","false","false","false","","false",""
"2 years ago","Board exams starting from 3rd December 😑🥲","1","@samarth.m2754","false","false","false","false","","false",""
"2 years ago","I trust the professor","1","@mohammedsalghi9697","false","false","false","false","","false",""
"2 years ago","No please do another heist","1","@tceofficialchannel","false","false","false","false","","false",""
"2 years ago","One last time 😍😍","1","@RaviRanjan-jl6sh","false","false","false","false","","false",""
"2 years ago","S6 bhi aana chahiye 🥺","1","@annonymousperson8508","false","false","false","false","","false",""
"2 years ago","The only professor I think we all wanted.... 🤣🤣🤣","1","@Shivbhaktamahadevbhakt","false","false","false","false","","false",""
"2 years ago","I can't believe this epic series gonna be end 😞😞","1","@diptabarmon8117","false","false","false","false","","false",""
"2 years ago","Denver's laugh In Spanish - HHHHHHH In India - AAAAAAA","1","@lucifermorning8206","false","false","false","false","","false",""
"2 years ago","money heist will always have a special place in our hearts","1","@cameronwilliams6833","false","false","false","false","","false",""
"2 years ago","We want denvers laugh in vol 2","1","@yogeshj153","false","false","false","false","","false",""
"2 years ago","Note last line of professor :- BUT I WILL GET YOU OUT OF THERE  SO some fireworks are coming","1","@abhi0804","false","false","false","false","","false",""
"2 years ago","this is an epic series........i think there is no word that can explain its whole work","1","@mansibharti8193","false","false","false","false","","false",""
"2 years ago","Bella chow...It was truly a great adventure mind blowing Series Outstanding ...And every season keeps bringing more surprises ...","1","@danielstewart2147","false","false","false","false","","false",""
"2 years ago","The best show ever in this world❤️ I will never forget you La Casa De Papel","1","@notyourworld4453","false","false","false","false","","false",""
"2 years ago","This one made me a series fan","1","@who-qh7ww","false","false","false","false","","false",""
"2 years ago","❤😭🔥🔥","1","@User_8eue","false","false","false","false","","false",""
"2 years ago","Guys.... We're in the hiest game now !","1","@solehsavage","false","false","false","false","","false",""
"2 years ago","Endgame!!","1","@SoNiche","false","false","false","false","","false",""
"2 years ago","Masterpiece....❤️","1","@yumna400","false","false","false","false","","false",""
"2 years ago","I love you","1","@yogi4473","false","false","false","false","","false",""
"2 years ago","Bella ciao bella ciao bella ciao ciao ciao😭😭😭","1","@mridhuulllllll","false","false","false","false","","false",""
"2 years ago","Love from India","1","@Khalid.619","false","false","false","false","","false",""
"2 years ago","Only 2 days 😍🎊✨🔥","1","@gamingwithalark104","false","false","false","false","","false",""
"2 years ago","Emotion = MoneY Heist","1","@AnonYmous-hd5sz","false","false","false","false","","false",""
"2 years ago","We will miss this squad forever🥺🥺","1","@imsanskarjain","false","false","false","false","","false",""
"2 years ago","Showing Raquel as Lisbon can spoil it I guess but loving this","1","@skinnynoodle2599","false","false","false","false","","false",""
"2 years ago","Parody in Squid Game?/Пародия на Игру в Кальмара?","1","@spookzie.","false","false","false","false","","false",""
"2 years ago","Everyones fav charecter. Tokyo nd professor ❤️❤️🔥🔥","1","@shehzadqadri6503","false","false","false","false","","false",""
"2 years ago","Bad thing abt this series is that. It is going to end 😢😞","1","@shehzadqadri6503","false","false","false","false","","false",""
"2 years ago","one word: BellaChao","1","@nomaniqbal1467","false","false","false","false","","false",""
"2 years ago","Where is hindi version😡🤤🤤","1","@ankitdubey2884","false","false","false","false","","false",""
"2 years ago","It's a masterpiece","1","@shreyashsurse4697","false","false","false","false","","false",""
"2 years ago","Can't wait for 3rd December, best series ever.","1","@lostgambler2149","false","false","false","false","","false",""
"2 years ago","Situation of Every Money Heist fan is same... Waiting Eagerly for finale but Hopping It should not end Here... it continue goes on","1","@coolGuyJR","false","false","false","false","","false",""
"2 years ago","We can't wait anymore ☹️☹️","1","@professor929","false","false","false","false","","false",""
"2 years ago","Hi Part 2 Season 5 Kay Released","1","@Mrmohsen2008","false","false","false","false","","false",""
"2 years ago","Money heist best series in the world ❤️❤️❤️","1","@pranshukushwaha8032","false","false","false","false","","false",""
"2 years ago","2021 is signing-off with a bang!","1","@shahwalkhan5908","false","false","false","false","","false",""
"2 years ago","Who is here also from free fire 🧤🧤🧤🧤","1","@kyarakhuyaar.subscriberhnh375","false","false","false","false","","false",""
"2 years ago","Was it only me or the background music felt distorted","1","@dinkesh_jain","false","false","false","false","","false",""
"2 years ago","Goosebumps 😎😎😎😎","1","@vinayak3874","false","false","false","false","","false",""
"2 years ago","I think they are gonna bring Tatiana or Berlin's son as a game changer?! Am I the only one  contemplating one too many scenarios??","1","@9494998112","false","false","false","false","","false",""
"2 years ago","This is last CDS 😭😭😭😭😭😭😭😭😭","1","@g.w.hunter4896","false","false","false","false","","false",""
"2 years ago","Masterpiece 🔥","1","@PrathameshDesai01071993","false","false","false","false","","false",""
"2 years ago","Money heist is not just a series it's an emotion ❤️❤️","1","@tejasgowda2001","false","false","false","false","","false",""
"2 years ago","Better than stupid squid game","1","@yourfather2363","false","false","false","false","","false",""
"2 years ago","I am feeling very lonely 😍🥀🥀","1","@vijith.m9741","false","false","false","false","","false",""
"2 years ago (edited)","0:34 is the thing we missed most after Berlin","1","@ka20vicky29","false","false","false","false","","false",""
"2 years ago","Really sad about it The journey ends here 😔 😟  We want the same team to continue one more heist","1","@sourabhjahagirdar5039","false","false","false","false","","false",""
"2 years ago","Its not a drama series anymore..  It's an emotion now.. 😤","1","@teamphoenix4918","false","false","false","false","","false",""
"2 years ago","Literal goosebumps. What an amazing series. Sad it's gonna end 🥺","1","@boondhalirbala6055","false","false","false","false","","false",""
"2 years ago","❤❤❤","1","@VikasVeerGurjar77","false","false","false","false","","false",""
"2 years ago","Legends are back 🔥🔥❤️","1","@ghatak7591","false","false","false","false","","false",""
"2 years ago","End 🥲","1","@exekido792","false","false","false","false","","false",""
"2 years ago","1:53  But I'll get you out of there  Goose bumps 😭❤️  That gold failing down  Plz drop ur theories.","1","@harshwardhanpatil6992","false","false","false","false","","false",""
"2 years ago","Mai bada hokar Professor banuga..!","1","@DravidDitya","false","false","false","false","","false",""
"2 years ago","God damm it why my board exams are still going can't wait to see part 2","1","@ragnar840","false","false","false","false","","false",""
"2 years ago","Money heist continue","1","@r4g3rambo60","false","false","false","false","","false",""
"2 years ago","This show is truly a masterpieces, sad it's coming to an end😞😟☹️","1","@chetramsaini4930","false","false","false","false","","false",""
"2 years ago","Waiting💯","1","@prajodprajod918","false","false","false","false","","false",""
"2 years ago","Money heist is far better than squid game...","1","@lifemagazine7611","false","false","false","false","","false",""
"2 years ago","I like both I loved squid game but not a massive fan tho.","0","@hatimahmed9096","true","false","false","false","","false",""
"2 years ago","I believe in professors words 🙌 ......he will get everyone out from there .........","1","@Pavankumar-lu2gi","false","false","false","false","","false",""
"2 years ago","Waiting for them to come alive.","1","@SeasonOfNav","false","false","false","false","","false",""
"2 years ago","Literary goosebumps","1","@tanushkakkar5821","false","false","false","false","","false",""
"2 years ago","The end","1","@nikheshk9654","false","false","false","false","","false",""
"2 years ago (edited)","May berlin didn't get died in first heist and this part gets in real 1:18 .......","1","@Alexanderwashington1017","false","false","false","false","","false",""
"2 years ago","Excited to watch but on the other way too sad because it's the end 💔","1","@Lifewithbhumi05","false","false","false","false","","false",""
"2 years ago","Thank You Money Heist 🙏🏻🔥👏🏻","1","@ikerfater","false","false","false","false","","false",""
"2 years ago","No one can beat MONEY HEIST🔥😭","1","@fried-therapper106","false","false","false","false","","false",""
"2 years ago","1219am 2dec21 thurs","1","@MOHITSHARMA-sk2os","false","false","false","false","","false",""
"2 years ago","Berlin is my favourite ❤️❤️❤️. Any Berlin fan? 👇👇👇","1","@jituk21","false","false","false","false","","false",""
"2 years ago","Just 1 day to go.","1","@subodhjadhav5072","false","false","false","false","","false",""
"2 years ago","no doubt Best series ever 🖤🖤","1","@FaceofKhaled","false","false","false","false","","false",""
"2 years ago","Can’t wait, I’m preparing tissues for the end. Finger cross, no more deaths. The last two deaths hit me real hard 😭😭😭","1","@annatruong0820","false","false","false","false","","false",""
"2 years ago","Isse to theatre me release Krna chahiye.....","1","@prashant8294","false","false","false","false","","false",""
"2 years ago","Hope the professor wont fail 😭😭","1","@alanedward5089","false","false","false","false","","false",""
"2 years ago","🔥","1","@honeyyy_._","false","false","false","false","","false",""
"2 years ago","ஆவலுடன் எதிர்பார்க்கிறேன்...","1","@hiddenthought","false","false","false","false","","false",""
"2 years ago","esto no es una serie para mi esto se convierte en parte de mi vida❤️❤️","1","@Nakul_1025","false","false","false","false","","false",""
"2 years ago","1:53 spoiler? Mhhh About how they'll escape","1","@alegio63","false","false","false","false","","false",""
"2 years ago","മറ്റന്നാൾ ഇറങ്ങും സീൻ 🔥😌","1","@sreejxthdx","false","false","false","false","","false",""
"2 years ago","When Tokyo dead. Professor : revenge Beginning!","1","@bond-vh2eu","false","false","false","false","","false",""
"2 years ago","Squid game 2","1","@russian-korean5869","false","false","false","false","","false",""
"2 years ago (edited)","Netflix you do realise you haven't given us any new clip from volume 2 in a while now","1","@anandbhojane8156","false","false","false","false","","false",""
"2 years ago","Bella ciao ~ what an amazing show !!","1","@bxddielux9835","false","false","false","false","","false",""
"2 years ago","Its a sin to compare money heist and squid game..  Money heist is the best.","1","@eizerbitz6715","false","false","false","false","","false",""
"2 years ago","The other squid game","1","@nicolagolding4787","false","false","false","false","","false",""
"2 years ago","The other squid game","1","@nicolagolding4787","false","false","false","false","","false",""
"2 years ago","I’m so sad that it’s the last season . I even wear a money heist costume for Halloween this year to celebrate. But all I can say is , I hope professor is not going to die . 😭😭😭","1","@MissAnalyn","false","false","false","false","","false",""
"2 years ago","squig game","1","@Shardso","false","false","false","false","","false",""
"2 years ago","Now Tokyo guides us from heaven😋","1","@zoraizmazhar3720","false","false","false","false","","false",""
"2 years ago","Can we get a spin off please","1","@odeleyecamson8263","false","false","false","false","","false",""
"2 years ago","Men don’t cry 😭","1","@Faras_","false","false","false","false","","false",""
"2 years ago","Berozagar yuva morcha ko bulau jaldi😂😂😂😂😂😂","1","@buntyonfire3829","false","false","false","false","","false",""
"2 years ago","Why all typing a same comment .? For like ?","1","@encikmh8406","false","false","false","false","","false",""
"2 years ago","I am waiting","1","@modularkitchenhints4304","false","false","false","false","","false",""
"2 years ago","Tomorrow bang bang on the way💣🔥","1","@rehmanali2764","false","false","false","false","","false",""
"2 years ago","No series of Netflix Can Compete This Outclass MasterPiece 🔥❤️","1","@syedsahamgillani","false","false","false","false","","false",""
"2 years ago","1:19 best scene  Miss u berlin😍","1","@mr.quellem8172","false","false","false","false","","false",""
"2 years ago","🔥🔥🔥","1","@jaikishansulaniya9164","false","false","false","false","","false",""
"2 years ago","PROFESSOR❤❤❤","1","@tajamul812","false","false","false","false","","false",""
"2 years ago","نهاية موسم شباب لو نهاية كاملة للمسلسل","1","@bassamkazan","false","false","false","false","","false",""
"2 years ago","If this heist happened in India Modiji would have demonitized old money and introduce new curreny 😂","1","@sujalsharma20","false","false","false","false","","false",""
"2 years ago","That’s why second heist targets gold 😀","1","@ytyogesh88","true","false","false","false","","false",""
"2 years ago","What if ?? Professor is watching a dream of whole series!!!😅","1","@yashagarwal2709","false","false","false","false","","false",""
"2 years ago","The sad think is when we realise this materpiece is gonna end today🥲🤍","1","@amanansar8814","false","false","false","false","","false",""
"2 years ago","Daniels smile is necessary for every episode","1","@Whereiscontent","false","false","false","false","","false",""
"2 years ago","I didn't understand a single word in it but I still watched it just by reading subtitle 😂😂😂😂😂","1","@hanumanbhakt7234","false","false","false","false","","false",""
"2 years ago","We have seen Professor's father and his brother's heists , what if there's a season 6 based on Professor's heists... 🤔","1","@manish_sadhwani","false","false","false","false","","false",""
"2 years ago","Can't wait....","1","@SHuBHi_21","false","false","false","false","","false",""
"2 years ago","Unforgettable masterpiece ❤","1","@ashishbeniwal8438","false","false","false","false","","false",""
"2 years ago","Everyone wants to see the end but don't want this masterpiece to end 💔😟","1","@professor1128","false","false","false","false","","false",""
"2 years ago","giving chills already","1","@ayushakar8961","false","false","false","false","","false",""
"2 years ago","We have one good news and bad news for you......  Bad news is that this area is under an attack   And good news is that we are the attackers........  Palermo...","1","@sudharani3643","false","false","false","false","","false",""
"2 years ago","Great emotions never ends, they just get completed","1","@mahender9088","false","false","false","false","","false",""
"2 years ago","It masterpiece but final seasons is sucks","1","@mmmnnn6024","false","false","false","false","","false",""
"2 years ago","Ab bas kal ka wait hai","1","@Yogesh_k2606","false","false","false","false","","false",""
"2 years ago","How many people cry when tokyo deth","1","@lakshyatomer2679","false","false","false","false","","false",""
"2 years ago","No longer a Series, it's a MASTERPIECE WAR actually","1","@TheMR-777","false","false","false","false","","false",""
"2 years ago","هل من عرب هنا 😍😍🤩","1","@Gazzafr9du9sq3u","false","false","false","false","","false",""
"2 years ago","What a masterpiece! How many of you noticed the slow remix of Bella ciao in the background?🔥🔥🔥🔥","1","@SuperHumanOP","false","false","false","false","","false",""
"2 years ago","Telegram pe aao","1","@Exvition","false","false","false","false","","false",""
"2 years ago","The series should have ended 2 seasons ago now it has lost my interest","1","@JoelleRijst","false","false","false","false","","false",""
"2 years ago","❤😭","1","@joseclebson1794","false","false","false","false","","false",""
"2 years ago","Money heist game comes to end Squid game season 2 Going to start","1","@arisuprivate","false","false","false","false","","false",""
"2 years ago","I will miss Helsinki 🤗🤗🥰🥰","1","@brunocaruso1082","false","false","false","false","","false",""
"2 years ago","Money heist is not only  a series.. It's an emotion of everyone... 😢😢","1","@pratikkadam5768","false","false","false","false","","false",""
"2 years ago","People these days be calling masterpiece to everything they see.","1","@koshishko28","false","false","false","false","","false",""
"2 years ago","1940:lagu kaum partisan di Italia,  2019:Soundtrack Money Heist  2020: EPEP, 2021:EPEP V2.0  Bella Ciao🗿","1","@gabrielyosafathon5072","false","false","false","false","","false",""
